,postcode,average_salary
992,"3498, VIC",557.50
993,"3500, VIC",511.55
994,"3501, VIC",605.20
995,"3505, VIC",487.85
996,"3506, VIC",617.57
997,"3507, VIC",457.01
998,"3509, VIC",624.78
999,"3512, VIC",539.96
1000,"3515, VIC",533.34
1001,"3516, VIC",513.26
1002,"3517, VIC",450.23
1003,"3518, VIC",409.33
1004,"3520, VIC",319.69
1005,"3521, VIC",518.48
1006,"3522, VIC",546.18
1007,"3523, VIC",477.22
1008,"3525, VIC",443.07
1009,"3527, VIC",434.11
1010,"3529, VIC",456.04
1011,"3530, VIC",552.00
1012,"3531, VIC",392.28
1013,"3533, VIC",468.55
1014,"3537, VIC",475.58
1015,"3540, VIC",454.37
1016,"3542, VIC",423.39
1017,"3544, VIC",447.89
1018,"3546, VIC",538.09
1019,"3549, VIC",428.74
1020,"3550, VIC",592.24
1021,"3551, VIC",611.70
1022,"3555, VIC",526.65
1023,"3556, VIC",472.92
1024,"3557, VIC",541.78
1025,"3558, VIC",505.51
1026,"3559, VIC",482.25
1027,"3561, VIC",527.65
1028,"3562, VIC",440.11
1029,"3563, VIC",543.25
1030,"3564, VIC",555.72
1031,"3565, VIC",398.83
1032,"3566, VIC",423.29
1033,"3567, VIC",439.30
1034,"3568, VIC",522.23
1035,"3570, VIC",474.87
1036,"3571, VIC",397.26
1037,"3572, VIC",537.25
1038,"3573, VIC",382.63
1039,"3575, VIC",440.12
1040,"3576, VIC",376.39
1041,"3579, VIC",488.33
1042,"3580, VIC",462.50
1043,"3581, VIC",539.26
1044,"3583, VIC",388.46
1045,"3584, VIC",458.17
1046,"3585, VIC",523.21
1047,"3586, VIC",499.00
1048,"3588, VIC",528.97
1049,"3589, VIC",465.13
1050,"3590, VIC",434.25
1051,"3591, VIC",587.65
1052,"3594, VIC",438.19
1053,"3595, VIC",349.21
1054,"3596, VIC",618.75
1055,"3597, VIC",571.00
1056,"3599, VIC",409.21
1057,"3607, VIC",535.66
1058,"3608, VIC",565.59
1059,"3610, VIC",408.61
1060,"3612, VIC",489.58
1061,"3614, VIC",610.37
1062,"3616, VIC",541.48
1063,"3617, VIC",436.20
1064,"3618, VIC",481.85
1065,"3620, VIC",512.00
1066,"3621, VIC",502.45
1067,"3622, VIC",531.14
1068,"3623, VIC",486.07
1069,"3624, VIC",521.42
1070,"3629, VIC",500.25
1071,"3630, VIC",502.72
1072,"3631, VIC",627.56
1073,"3633, VIC",557.37
1074,"3634, VIC",552.47
1075,"3635, VIC",600.00
1076,"3636, VIC",520.19
1077,"3637, VIC",552.95
1078,"3638, VIC",540.92
1079,"3639, VIC",440.79
1080,"3640, VIC",506.65
1081,"3641, VIC",462.63
1082,"3646, VIC",549.02
1083,"3647, VIC",402.50
1084,"3649, VIC",466.53
1085,"3658, VIC",542.70
1086,"3659, VIC",635.05
1087,"3660, VIC",514.68
1088,"3662, VIC",727.02
1089,"3663, VIC",566.39
1090,"3664, VIC",594.12
1091,"3665, VIC",523.81
1092,"3666, VIC",523.88
1093,"3669, VIC",506.97
1094,"3670, VIC",555.78
1095,"3672, VIC",537.50
1096,"3673, VIC",553.05
1097,"3675, VIC",586.69
1098,"3677, VIC",534.24
1099,"3678, VIC",608.39
1100,"3682, VIC",522.85
1101,"3683, VIC",546.82
1102,"3685, VIC",582.90
1103,"3687, VIC",567.30
1104,"3688, VIC",600.85
1105,"3690, VIC",567.67
1106,"3694, VIC",751.90
1107,"3695, VIC",635.96
1108,"3697, VIC",578.17
1109,"3698, VIC",660.32
1110,"3699, VIC",541.97
1111,"3700, VIC",554.46
1112,"3701, VIC",555.74
1113,"3704, VIC",452.50
1114,"3705, VIC",480.65
1115,"3708, VIC",511.21
1116,"3709, VIC",554.49
1117,"3711, VIC",584.94
1118,"3712, VIC",587.11
1119,"3713, VIC",462.72
1120,"3714, VIC",549.94
1121,"3715, VIC",507.87
1122,"3717, VIC",569.34
1123,"3718, VIC",544.10
1124,"3719, VIC",643.13
1125,"3720, VIC",503.25
1126,"3722, VIC",566.03
1127,"3723, VIC",532.83
1128,"3725, VIC",529.32
1129,"3726, VIC",469.43
1130,"3727, VIC",357.21
1131,"3728, VIC",501.85
1132,"3730, VIC",509.36
1133,"3732, VIC",553.40
1134,"3733, VIC",559.47
1135,"3735, VIC",575.99
1136,"3737, VIC",531.82
1137,"3738, VIC",410.70
1138,"3739, VIC",587.79
1139,"3740, VIC",532.21
1140,"3741, VIC",551.71
1141,"3744, VIC",543.43
1142,"3746, VIC",479.16
1143,"3747, VIC",579.66
1144,"3749, VIC",662.76
1145,"3750, VIC",519.05
1146,"3751, VIC",582.54
1147,"3752, VIC",584.17
1148,"3753, VIC",580.75
1149,"3754, VIC",601.72
1150,"3755, VIC",628.98
1151,"3756, VIC",566.72
1152,"3757, VIC",584.60
1153,"3758, VIC",604.58
1154,"3759, VIC",766.24
1155,"3760, VIC",749.46
1156,"3761, VIC",667.30
1157,"3762, VIC",791.22
1158,"3763, VIC",562.71
1159,"3764, VIC",569.54
1160,"3765, VIC",632.51
1161,"3766, VIC",709.54
1162,"3767, VIC",710.57
1163,"3770, VIC",625.11
1164,"3775, VIC",646.65
1165,"3777, VIC",579.34
1166,"3778, VIC",565.58
1167,"3779, VIC",548.73
1168,"3781, VIC",572.95
1169,"3782, VIC",656.28
1170,"3783, VIC",604.34
1171,"3785, VIC",828.57
1172,"3786, VIC",732.80
1173,"3787, VIC",749.15
1174,"3788, VIC",727.65
1175,"3789, VIC",819.72
1176,"3791, VIC",744.31
1177,"3792, VIC",678.05
1178,"3793, VIC",588.94
1179,"3795, VIC",621.98
1180,"3796, VIC",612.53
1181,"3797, VIC",531.10
1182,"3799, VIC",479.88
1183,"3800, VIC",209.06
1184,"3802, VIC",541.58
1185,"3803, VIC",478.46
1186,"3804, VIC",676.05
1187,"3805, VIC",544.43
1188,"3806, VIC",648.75
1189,"3807, VIC",687.99
1190,"3808, VIC",726.25
1191,"3809, VIC",669.36
1192,"3810, VIC",535.62
1193,"3812, VIC",635.04
1194,"3813, VIC",551.95
1195,"3814, VIC",545.80
1196,"3815, VIC",583.62
1197,"3816, VIC",505.25
1198,"3818, VIC",531.66
1199,"3820, VIC",601.23
1200,"3821, VIC",599.62
1201,"3822, VIC",551.17
1202,"3823, VIC",605.82
1203,"3824, VIC",581.30
1204,"3825, VIC",524.92
1205,"3831, VIC",576.28
1206,"3832, VIC",475.40
1207,"3833, VIC",494.82
1208,"3835, VIC",473.46
1209,"3840, VIC",515.09
1210,"3842, VIC",494.61
1211,"3844, VIC",630.50
1212,"3847, VIC",585.10
1213,"3850, VIC",611.75
1214,"3851, VIC",478.73
1215,"3852, VIC",687.77
1216,"3854, VIC",677.77
1217,"3856, VIC",640.15
1218,"3857, VIC",594.29
1219,"3858, VIC",531.63
1220,"3859, VIC",572.39
1221,"3860, VIC",562.53
1222,"3862, VIC",549.82
1223,"3864, VIC",543.35
1224,"3865, VIC",554.72
1225,"3869, VIC",642.81
1226,"3870, VIC",582.91
1227,"3871, VIC",525.72
1228,"3873, VIC",581.66
1229,"3874, VIC",567.79
1230,"3875, VIC",514.69
1231,"3878, VIC",594.06
1232,"3880, VIC",527.46
1233,"3882, VIC",543.30
1234,"3885, VIC",480.39
1235,"3886, VIC",443.61
1236,"3887, VIC",396.86
1237,"3888, VIC",465.00
1238,"3889, VIC",287.57
1239,"3890, VIC",410.73
1240,"3891, VIC",541.35
1241,"3892, VIC",520.83
1242,"3893, VIC",209.09
1243,"3895, VIC",569.33
1244,"3896, VIC",498.58
1245,"3898, VIC",474.05
1246,"3900, VIC",416.06
1247,"3902, VIC",512.68
1248,"3903, VIC",510.39
1249,"3904, VIC",574.02
1250,"3909, VIC",477.91
1251,"3910, VIC",637.73
1252,"3911, VIC",619.26
1253,"3912, VIC",606.25
1254,"3913, VIC",648.87
1255,"3915, VIC",512.33
1256,"3916, VIC",810.85
1257,"3918, VIC",593.55
1258,"3919, VIC",518.94
1259,"3920, VIC",832.74
1260,"3921, VIC",399.34
1261,"3922, VIC",515.21
1262,"3923, VIC",575.19
1263,"3925, VIC",577.09
1264,"3926, VIC",721.52
1265,"3927, VIC",733.54
1266,"3928, VIC",828.69
1267,"3929, VIC",914.90
1268,"3930, VIC",795.56
1269,"3931, VIC",644.19
1270,"3933, VIC",722.46
1271,"3934, VIC",709.16
1272,"3936, VIC",615.68
1273,"3937, VIC",769.78
1274,"3938, VIC",663.27
1275,"3939, VIC",537.81
1276,"3940, VIC",472.59
1277,"3941, VIC",546.33
1278,"3942, VIC",652.77
1279,"3943, VIC",821.33
1280,"3944, VIC",1281.23
1281,"3945, VIC",633.94
1282,"3946, VIC",557.29
1283,"3950, VIC",515.46
1284,"3951, VIC",497.69
1285,"3953, VIC",555.79
1286,"3954, VIC",609.72
1287,"3956, VIC",488.64
1288,"3957, VIC",490.95
1289,"3958, VIC",520.31
1290,"3959, VIC",515.65
1291,"3960, VIC",528.86
1292,"3962, VIC",522.10
1293,"3964, VIC",533.27
1294,"3965, VIC",462.86
1295,"3966, VIC",548.87
1296,"3967, VIC",520.87
1297,"3971, VIC",507.04
1298,"3975, VIC",554.37
1299,"3976, VIC",442.75
1300,"3977, VIC",544.96
1301,"3978, VIC",614.40
1302,"3979, VIC",463.25
1303,"3980, VIC",570.88
1304,"3981, VIC",529.41
1305,"3984, VIC",506.36
1306,"3987, VIC",536.13
1307,"3988, VIC",546.55
1308,"3990, VIC",693.64
1309,"3991, VIC",478.08
1310,"3992, VIC",519.90
1311,"3995, VIC",471.17
1312,"3996, VIC",594.13
1313,"4000, QLD",834.05
1314,"4005, QLD",1088.67
1315,"4006, QLD",894.02
1316,"4007, QLD",1020.44
1317,"4008, QLD",514.57
1318,"4009, QLD",0.00
1319,"4010, QLD",914.34
1320,"4011, QLD",925.13
1321,"4012, QLD",846.15
1322,"4013, QLD",808.34
1323,"4014, QLD",730.98
1324,"4017, QLD",680.19
1325,"4018, QLD",651.84
1326,"4019, QLD",615.36
1327,"4020, QLD",646.92
1328,"4021, QLD",510.91
1329,"4022, QLD",513.51
1330,"4025, QLD",591.87
1331,"4029, QLD",98.38
1332,"4030, QLD",881.67
1333,"4031, QLD",852.34
1334,"4032, QLD",675.97
1335,"4034, QLD",689.30
1336,"4035, QLD",796.18
1337,"4036, QLD",624.04
1338,"4037, QLD",771.13
1339,"4051, QLD",886.37
1340,"4053, QLD",769.12
1341,"4054, QLD",697.27
1342,"4055, QLD",758.24
1343,"4059, QLD",779.41
1344,"4060, QLD",917.81
1345,"4061, QLD",826.82
1346,"4064, QLD",1026.93
1347,"4065, QLD",981.29
1348,"4066, QLD",883.12
1349,"4067, QLD",661.89
1350,"4068, QLD",841.38
1351,"4069, QLD",890.29
1352,"4070, QLD",759.18
1353,"4072, QLD",156.73
1354,"4073, QLD",815.25
1355,"4074, QLD",765.17
1356,"4075, QLD",801.36
1357,"4076, QLD",317.89
1358,"4077, QLD",417.88
1359,"4078, QLD",611.58
1360,"4101, QLD",837.02
1361,"4102, QLD",710.71
1362,"4103, QLD",767.27
1363,"4104, QLD",852.07
1364,"4105, QLD",776.73
1365,"4106, QLD",602.45
1366,"4107, QLD",660.60
1367,"4108, QLD",532.77
1368,"4109, QLD",544.31
1369,"4110, QLD",525.35
1370,"4111, QLD",554.23
1371,"4112, QLD",606.40
1372,"4113, QLD",588.78
1373,"4114, QLD",380.84
1374,"4115, QLD",632.22
1375,"4116, QLD",589.71
1376,"4117, QLD",552.27
1377,"4118, QLD",556.16
1378,"4119, QLD",601.30
1379,"4120, QLD",832.99
1380,"4121, QLD",811.49
1381,"4122, QLD",667.68
1382,"4123, QLD",663.65
1383,"4124, QLD",573.94
1384,"4125, QLD",569.12
1385,"4127, QLD",586.42
1386,"4128, QLD",691.19
1387,"4129, QLD",578.33
1388,"4130, QLD",727.34
1389,"4131, QLD",473.53
1390,"4132, QLD",418.81
1391,"4133, QLD",528.19
1392,"4151, QLD",894.91
1393,"4152, QLD",819.88
1394,"4153, QLD",784.41
1395,"4154, QLD",822.83
1396,"4155, QLD",824.31
1397,"4156, QLD",803.96
1398,"4157, QLD",656.80
1399,"4158, QLD",666.15
1400,"4159, QLD",678.08
1401,"4160, QLD",758.81
1402,"4161, QLD",626.39
1403,"4163, QLD",716.52
1404,"4164, QLD",710.49
1405,"4165, QLD",662.10
1406,"4169, QLD",949.29
1407,"4170, QLD",895.12
1408,"4171, QLD",1017.69
1409,"4172, QLD",795.31
1410,"4173, QLD",695.32
1411,"4174, QLD",650.35
1412,"4178, QLD",688.02
1413,"4179, QLD",747.08
1414,"4183, QLD",577.67
1415,"4184, QLD",434.23
1416,"4205, QLD",487.81
1417,"4207, QLD",540.58
1418,"4208, QLD",612.80
1419,"4209, QLD",565.75
1420,"4210, QLD",626.13
1421,"4211, QLD",590.25
1422,"4212, QLD",708.15
1423,"4213, QLD",616.89
1424,"4214, QLD",595.67
1425,"4215, QLD",554.24
1426,"4216, QLD",657.77
1427,"4217, QLD",685.22
1428,"4218, QLD",727.68
1429,"4220, QLD",686.20
1430,"4221, QLD",634.92
1431,"4222, QLD",nan
1432,"4223, QLD",629.45
1433,"4224, QLD",624.09
1434,"4225, QLD",638.16
1435,"4226, QLD",627.89
1436,"4227, QLD",608.29
1437,"4228, QLD",639.97
1438,"4229, QLD",144.55
1439,"4230, QLD",683.61
1440,"4270, QLD",622.35
1441,"4271, QLD",591.72
1442,"4272, QLD",607.13
1443,"4275, QLD",606.33
1444,"4280, QLD",574.07
1445,"4285, QLD",532.07
1446,"4287, QLD",420.72
1447,"4300, QLD",593.56
1448,"4301, QLD",469.81
1449,"4303, QLD",387.93
1450,"4304, QLD",518.08
1451,"4305, QLD",544.42
1452,"4306, QLD",639.88
1453,"4307, QLD",586.16
1454,"4309, QLD",514.01
1455,"4310, QLD",544.24
1456,"4311, QLD",462.10
1457,"4312, QLD",471.27
1458,"4313, QLD",455.21
1459,"4340, QLD",526.97
1460,"4341, QLD",496.92
1461,"4342, QLD",457.08
1462,"4343, QLD",478.17
1463,"4344, QLD",533.46
1464,"4345, QLD",138.60
1465,"4346, QLD",607.45
1466,"4347, QLD",510.57
1467,"4350, QLD",602.91
1468,"4352, QLD",635.30
1469,"4353, QLD",559.90
1470,"4354, QLD",492.89
1471,"4355, QLD",474.79
1472,"4356, QLD",544.99
1473,"4357, QLD",493.92
1474,"4358, QLD",564.12
1475,"4359, QLD",583.17
1476,"4360, QLD",574.41
1477,"4361, QLD",508.44
1478,"4362, QLD",513.11
1479,"4363, QLD",550.50
1480,"4364, QLD",643.92
1481,"4365, QLD",406.90
1482,"4370, QLD",496.03
1483,"4371, QLD",475.46
1484,"4372, QLD",438.65
1485,"4373, QLD",451.86
1486,"4374, QLD",526.96
1487,"4376, QLD",396.71
1488,"4378, QLD",455.69
1489,"4381, QLD",471.40
1490,"4382, QLD",462.40
1491,"4384, QLD",323.39
1492,"4387, QLD",479.76
1493,"4388, QLD",348.68
1494,"4390, QLD",580.94
1495,"4400, QLD",556.31
1496,"4401, QLD",519.57
1497,"4402, QLD",495.62
1498,"4403, QLD",548.86
1499,"4404, QLD",589.01
1500,"4405, QLD",568.65
1501,"4406, QLD",482.25
1502,"4407, QLD",595.32
1503,"4408, QLD",487.38
1504,"4410, QLD",508.03
1505,"4411, QLD",565.21
1506,"4412, QLD",580.63
1507,"4413, QLD",580.30
1508,"4415, QLD",558.77
1509,"4416, QLD",638.75
1510,"4417, QLD",556.12
1511,"4418, QLD",418.35
1512,"4419, QLD",768.13
1513,"4420, QLD",614.74
1514,"4421, QLD",382.69
1515,"4422, QLD",511.96
1516,"4423, QLD",589.02
1517,"4424, QLD",519.39
1518,"4425, QLD",551.48
1519,"4426, QLD",594.25
1520,"4427, QLD",534.30
1521,"4428, QLD",622.03
1522,"4454, QLD",642.67
1523,"4455, QLD",658.44
1524,"4461, QLD",497.12
1525,"4462, QLD",448.15
1526,"4465, QLD",545.16
1527,"4467, QLD",591.92
1528,"4468, QLD",671.15
1529,"4470, QLD",586.16
1530,"4472, QLD",521.48
1531,"4474, QLD",368.82
1532,"4475, QLD",nan
1533,"4477, QLD",479.99
1534,"4478, QLD",563.35
1535,"4479, QLD",301.67
1536,"4480, QLD",648.87
1537,"4481, QLD",585.08
1538,"4482, QLD",612.77
1539,"4486, QLD",542.03
1540,"4487, QLD",571.07
1541,"4488, QLD",515.16
1542,"4489, QLD",690.16
1543,"4490, QLD",500.11
1544,"4491, QLD",864.72
1545,"4492, QLD",714.82
1546,"4493, QLD",910.71
1547,"4494, QLD",648.01
1548,"4496, QLD",529.83
1549,"4497, QLD",573.63
1550,"4498, QLD",557.08
1551,"4500, QLD",641.26
1552,"4501, QLD",552.65
1553,"4502, QLD",632.86
1554,"4503, QLD",601.17
1555,"4504, QLD",619.82
1556,"4505, QLD",592.58
1557,"4506, QLD",515.67
1558,"4507, QLD",550.34
1559,"4508, QLD",475.02
1560,"4509, QLD",648.50
1561,"4510, QLD",485.48
1562,"4511, QLD",525.49
1563,"4512, QLD",600.63
1564,"4514, QLD",466.88
1565,"4515, QLD",542.05
1566,"4516, QLD",582.97
1567,"4517, QLD",577.20
1568,"4518, QLD",581.77
1569,"4519, QLD",546.04
1570,"4520, QLD",807.23
1571,"4521, QLD",690.31
1572,"4550, QLD",555.21
1573,"4551, QLD",596.44
1574,"4552, QLD",587.95
1575,"4553, QLD",612.34
1576,"4554, QLD",582.00
1577,"4555, QLD",591.53
1578,"4556, QLD",643.02
1579,"4557, QLD",645.33
1580,"4558, QLD",619.79
1581,"4559, QLD",582.30
1582,"4560, QLD",552.85
1583,"4561, QLD",589.20
1584,"4562, QLD",609.53
1585,"4563, QLD",564.42
1586,"4564, QLD",631.53
1587,"4565, QLD",531.45
1588,"4566, QLD",673.62
1589,"4567, QLD",730.01
1590,"4568, QLD",557.47
1591,"4569, QLD",501.68
1592,"4570, QLD",484.71
1593,"4571, QLD",460.30
1594,"4572, QLD",744.44
1595,"4573, QLD",620.34
1596,"4574, QLD",530.00
1597,"4575, QLD",674.13
1598,"4580, QLD",415.08
1599,"4581, QLD",487.38
1600,"4600, QLD",442.21
1601,"4601, QLD",427.84
1602,"4605, QLD",394.35
1603,"4606, QLD",474.04
1604,"4608, QLD",493.76
1605,"4610, QLD",539.11
1606,"4611, QLD",465.87
1607,"4612, QLD",340.47
1608,"4613, QLD",413.90
1609,"4614, QLD",433.43
1610,"4615, QLD",439.65
1611,"4620, QLD",479.33
1612,"4621, QLD",429.52
1613,"4625, QLD",487.27
1614,"4626, QLD",509.11
1615,"4627, QLD",432.83
1616,"4630, QLD",476.81
1617,"4650, QLD",471.41
1618,"4655, QLD",493.92
1619,"4659, QLD",427.59
1620,"4660, QLD",466.26
1621,"4662, QLD",441.36
1622,"4670, QLD",517.40
1623,"4671, QLD",425.24
1624,"4673, QLD",499.96
1625,"4674, QLD",407.95
1626,"4676, QLD",375.16
1627,"4677, QLD",542.79
1628,"4678, QLD",604.96
1629,"4680, QLD",718.23
1630,"4694, QLD",514.42
1631,"4695, QLD",567.29
1632,"4697, QLD",564.76
1633,"4699, QLD",560.34
1634,"4700, QLD",604.36
1635,"4701, QLD",597.78
1636,"4702, QLD",573.32
1637,"4703, QLD",628.11
1638,"4704, QLD",461.23
1639,"4705, QLD",689.42
1640,"4706, QLD",744.31
1641,"4707, QLD",558.27
1642,"4709, QLD",879.41
1643,"4710, QLD",560.15
1644,"4711, QLD",673.52
1645,"4712, QLD",674.28
1646,"4713, QLD",288.88
1647,"4714, QLD",456.27
1648,"4715, QLD",694.42
1649,"4716, QLD",616.26
1650,"4717, QLD",813.46
1651,"4718, QLD",703.55
1652,"4719, QLD",583.12
1653,"4720, QLD",685.91
1654,"4721, QLD",637.01
1655,"4722, QLD",694.12
1656,"4723, QLD",632.31
1657,"4724, QLD",655.62
1658,"4725, QLD",634.84
1659,"4726, QLD",516.87
1660,"4727, QLD",639.91
1661,"4728, QLD",498.41
1662,"4730, QLD",632.19
1663,"4731, QLD",504.20
1664,"4732, QLD",501.52
1665,"4733, QLD",490.51
1666,"4735, QLD",597.54
1667,"4736, QLD",858.75
1668,"4737, QLD",597.81
1669,"4738, QLD",608.28
1670,"4739, QLD",585.51
1671,"4740, QLD",667.63
1672,"4741, QLD",631.32
1673,"4742, QLD",764.52
1674,"4743, QLD",948.59
1675,"4744, QLD",864.66
1676,"4745, QLD",715.80
1677,"4746, QLD",889.28
1678,"4750, QLD",667.33
1679,"4751, QLD",680.24
1680,"4753, QLD",670.88
1681,"4754, QLD",588.11
1682,"4756, QLD",556.80
1683,"4757, QLD",445.30
1684,"4798, QLD",525.84
1685,"4799, QLD",453.53
1686,"4800, QLD",579.60
1687,"4801, QLD",891.95
1688,"4802, QLD",629.00
1689,"4803, QLD",586.98
1690,"4804, QLD",559.20
1691,"4805, QLD",557.61
1692,"4806, QLD",553.43
1693,"4807, QLD",583.05
1694,"4808, QLD",643.70
1695,"4809, QLD",592.59
1696,"4810, QLD",764.62
1697,"4811, QLD",625.92
1698,"4812, QLD",613.04
1699,"4814, QLD",620.52
1700,"4815, QLD",519.92
1701,"4816, QLD",517.58
1702,"4817, QLD",614.54
1703,"4818, QLD",624.20
1704,"4819, QLD",565.46
1705,"4820, QLD",514.94
1706,"4821, QLD",576.60
1707,"4822, QLD",576.43
1708,"4823, QLD",863.67
1709,"4824, QLD",791.35
1710,"4828, QLD",385.31
1711,"4829, QLD",630.78
1712,"4830, QLD",315.76
1713,"4849, QLD",524.74
1714,"4850, QLD",544.40
1715,"4852, QLD",553.53
1716,"4854, QLD",523.33
1717,"4855, QLD",475.00
1718,"4856, QLD",479.96
1719,"4858, QLD",562.77
1720,"4859, QLD",572.75
1721,"4860, QLD",507.93
1722,"4861, QLD",517.02
1723,"4865, QLD",574.34
1724,"4868, QLD",571.83
1725,"4869, QLD",525.17
1726,"4870, QLD",611.03
1727,"4871, QLD",459.76
1728,"4872, QLD",511.81
1729,"4873, QLD",515.85
1730,"4874, QLD",746.67
1731,"4875, QLD",382.44
1732,"4876, QLD",358.23
1733,"4877, QLD",620.67
1734,"4878, QLD",628.21
1735,"4879, QLD",673.85
1736,"4880, QLD",466.83
1737,"4881, QLD",539.27
1738,"4882, QLD",584.48
1739,"4883, QLD",527.31
1740,"4884, QLD",583.10
1741,"4885, QLD",515.07
1742,"4886, QLD",502.22
1743,"4887, QLD",440.89
1744,"4888, QLD",388.41
1745,"4890, QLD",535.36
1746,"4891, QLD",647.88
1747,"4892, QLD",312.60
1748,"4895, QLD",433.18
1749,"5000, SA",638.00
1750,"5005, SA",nan
1751,"5006, SA",906.10
1752,"5007, SA",688.24
1753,"5008, SA",553.17
1754,"5009, SA",582.38
1755,"5010, SA",444.07
1756,"5011, SA",632.43
1757,"5012, SA",427.10
1758,"5013, SA",486.30
1759,"5014, SA",591.28
1760,"5015, SA",662.37
1761,"5016, SA",672.36
1762,"5017, SA",505.26
1763,"5018, SA",698.68
1764,"5019, SA",683.19
1765,"5020, SA",728.55
1766,"5021, SA",762.42
1767,"5022, SA",786.62
1768,"5023, SA",554.33
1769,"5024, SA",701.19
1770,"5025, SA",641.50
1771,"5031, SA",654.41
1772,"5032, SA",665.60
1773,"5033, SA",580.53
1774,"5034, SA",839.30
1775,"5035, SA",695.83
1776,"5037, SA",614.09
1777,"5038, SA",627.98
1778,"5039, SA",622.75
1779,"5040, SA",647.38
1780,"5041, SA",748.29
1781,"5042, SA",556.07
1782,"5043, SA",571.00
1783,"5044, SA",768.22
1784,"5045, SA",808.33
1785,"5046, SA",632.88
1786,"5047, SA",585.52
1787,"5048, SA",705.80
1788,"5049, SA",746.48
1789,"5050, SA",705.70
1790,"5051, SA",759.42
1791,"5052, SA",802.67
1792,"5061, SA",963.00
1793,"5062, SA",861.17
1794,"5063, SA",826.60
1795,"5064, SA",868.04
1796,"5065, SA",838.88
1797,"5066, SA",910.30
1798,"5067, SA",866.67
1799,"5068, SA",803.54
1800,"5069, SA",876.09
1801,"5070, SA",671.00
1802,"5072, SA",718.74
1803,"5073, SA",639.91
1804,"5074, SA",567.35
1805,"5075, SA",607.82
1806,"5076, SA",697.31
1807,"5081, SA",884.45
1808,"5082, SA",744.17
1809,"5083, SA",704.90
1810,"5084, SA",438.51
1811,"5085, SA",560.22
1812,"5086, SA",582.31
1813,"5087, SA",594.75
1814,"5088, SA",527.06
1815,"5089, SA",712.56
1816,"5090, SA",565.60
1817,"5091, SA",659.57
1818,"5092, SA",582.58
1819,"5093, SA",535.41
1820,"5094, SA",452.34
1821,"5095, SA",614.69
1822,"5096, SA",545.05
1823,"5097, SA",620.77
1824,"5098, SA",520.76
1825,"5106, SA",158.29
1826,"5107, SA",461.61
1827,"5108, SA",447.19
1828,"5109, SA",525.10
1829,"5110, SA",461.26
1830,"5111, SA",967.57
1831,"5112, SA",427.37
1832,"5113, SA",358.03
1833,"5114, SA",504.12
1834,"5115, SA",474.89
1835,"5116, SA",539.80
1836,"5117, SA",604.89
1837,"5118, SA",607.64
1838,"5120, SA",517.45
1839,"5121, SA",523.58
1840,"5125, SA",685.01
1841,"5126, SA",651.42
1842,"5127, SA",678.71
1843,"5131, SA",665.55
1844,"5132, SA",735.28
1845,"5133, SA",811.70
1846,"5134, SA",718.00
1847,"5136, SA",636.84
1848,"5137, SA",737.54
1849,"5138, SA",746.63
1850,"5139, SA",674.14
1851,"5140, SA",884.31
1852,"5141, SA",746.25
1853,"5142, SA",770.81
1854,"5144, SA",874.64
1855,"5150, SA",437.50
1856,"5151, SA",864.42
1857,"5152, SA",860.64
1858,"5153, SA",736.47
1859,"5154, SA",831.83
1860,"5155, SA",744.36
1861,"5156, SA",769.70
1862,"5157, SA",721.79
1863,"5158, SA",657.06
1864,"5159, SA",664.03
1865,"5160, SA",422.92
1866,"5161, SA",561.48
1867,"5162, SA",534.55
1868,"5163, SA",497.50
1869,"5164, SA",406.14
1870,"5165, SA",492.10
1871,"5166, SA",499.11
1872,"5167, SA",567.23
1873,"5168, SA",517.56
1874,"5169, SA",548.48
1875,"5170, SA",578.61
1876,"5171, SA",629.50
1877,"5172, SA",653.42
1878,"5173, SA",502.44
1879,"5174, SA",521.79
1880,"5201, SA",659.05
1881,"5202, SA",576.72
1882,"5203, SA",506.56
1883,"5204, SA",526.96
1884,"5210, SA",538.64
1885,"5211, SA",510.91
1886,"5212, SA",512.54
1887,"5213, SA",627.72
1888,"5214, SA",492.75
1889,"5220, SA",568.63
1890,"5221, SA",365.53
1891,"5222, SA",486.94
1892,"5223, SA",525.19
1893,"5231, SA",700.00
1894,"5232, SA",761.50
1895,"5233, SA",656.22
1896,"5234, SA",614.01
1897,"5235, SA",582.73
1898,"5236, SA",528.92
1899,"5237, SA",436.36
1900,"5238, SA",479.52
1901,"5240, SA",656.69
1902,"5241, SA",594.01
1903,"5242, SA",728.46
1904,"5243, SA",805.48
1905,"5244, SA",618.58
1906,"5245, SA",689.64
1907,"5250, SA",691.43
1908,"5251, SA",613.02
1909,"5252, SA",606.87
1910,"5253, SA",479.01
1911,"5254, SA",530.05
1912,"5255, SA",560.44
1913,"5256, SA",479.68
1914,"5259, SA",494.39
1915,"5260, SA",467.22
1916,"5261, SA",482.58
1917,"5262, SA",586.07
1918,"5263, SA",756.91
1919,"5264, SA",520.55
1920,"5265, SA",423.44
1921,"5266, SA",555.46
1922,"5267, SA",540.53
1923,"5268, SA",540.59
1924,"5269, SA",407.24
1925,"5270, SA",571.32
1926,"5271, SA",576.43
1927,"5272, SA",641.26
1928,"5273, SA",584.07
1929,"5275, SA",587.16
1930,"5276, SA",608.85
1931,"5277, SA",557.80
1932,"5278, SA",507.45
1933,"5279, SA",497.39
1934,"5280, SA",546.69
1935,"5290, SA",543.45
1936,"5291, SA",593.15
