INCP Total Personal Income (weekly),Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not stated,Not applicable,Total
"4613, QLD",11,54,27,86,141,94,51,46,33,25,16,13,9,9,12,93,142,865
"4614, QLD",6,69,30,105,194,139,84,64,57,45,26,15,12,16,10,131,197,1178
"4615, QLD",31,329,232,630,1004,800,468,470,343,268,143,131,58,110,62,758,1207,7053
"4620, QLD",0,16,11,38,62,40,23,17,36,22,12,7,3,6,3,51,50,398
"4621, QLD",17,86,47,159,306,217,116,120,94,65,35,24,21,19,11,164,280,1788
"4625, QLD",31,140,81,174,238,226,223,234,193,157,69,73,36,44,21,339,474,2756
"4626, QLD",23,84,72,109,161,148,164,201,209,136,71,44,32,31,24,280,415,2209
"4627, QLD",17,46,27,57,87,86,50,37,46,52,14,9,17,14,11,123,184,875
"4630, QLD",26,108,91,171,207,250,183,138,122,130,71,62,34,41,26,308,432,2406
"4650, QLD",119,1841,1128,2743,4069,3678,2396,2145,1875,1737,992,812,490,474,238,3340,5806,33889
"4655, QLD",233,3253,1948,4655,7537,6006,4899,4013,3478,3064,1670,1451,835,963,556,4813,10169,59546
"4659, QLD",31,280,129,458,812,596,365,276,238,192,109,65,51,38,28,546,597,4793
"4660, QLD",49,382,285,675,1102,719,524,428,368,344,182,146,91,99,61,709,989,7145
"4662, QLD",6,37,34,76,84,87,52,36,42,28,18,15,9,3,18,101,171,793
"4670, QLD",298,4200,2622,6001,8598,7562,6101,5499,5132,4585,2600,2226,1246,1450,801,6303,14399,79606
"4671, QLD",41,368,216,642,782,631,382,325,294,224,111,92,74,125,38,725,1005,6059
"4673, QLD",3,34,31,74,71,75,47,41,41,36,9,14,7,9,12,44,113,649
"4674, QLD",7,115,61,158,217,190,87,85,45,60,18,30,10,21,8,139,201,1456
"4676, QLD",0,14,5,20,31,16,8,3,8,0,3,5,0,0,3,17,19,159
"4677, QLD",19,245,121,277,381,293,260,182,177,145,132,94,66,104,77,338,646,3552
"4678, QLD",4,69,23,62,104,79,57,47,38,39,32,31,16,41,16,62,123,852
"4680, QLD",292,4461,1892,2780,2790,2737,2587,2546,2557,2840,2286,2134,1866,3846,2107,3809,12637,54167
"4694, QLD",4,8,15,9,7,23,13,5,7,5,5,9,6,6,3,12,35,189
"4695, QLD",4,101,47,61,107,63,46,33,40,60,38,51,30,63,14,112,245,1119
"4697, QLD",0,14,7,10,19,15,16,5,3,3,8,6,0,6,3,6,30,144
"4699, QLD",4,43,13,17,39,27,25,16,20,29,27,6,12,22,7,27,118,457
"4700, QLD",52,1123,619,1076,1293,1538,1063,973,1060,997,757,658,393,632,367,1707,3123,17435
"4701, QLD",145,2308,1408,2570,3160,3207,2689,2831,3019,2996,1960,1534,1036,1411,567,3143,8776,42761
"4702, QLD",144,1775,847,1614,1861,1761,1654,1708,1685,1776,1169,975,719,1094,444,3059,6326,28611
"4703, QLD",93,1453,804,1290,1779,1618,1457,1341,1292,1359,939,807,630,989,484,1969,4229,22533
"4704, QLD",0,8,3,9,16,8,6,13,18,8,3,0,0,4,0,15,26,138
"4705, QLD",4,19,9,20,23,13,15,26,30,23,19,11,10,14,13,46,70,352
"4706, QLD",4,0,5,9,4,19,9,6,7,9,0,5,6,0,5,8,19,101
"4707, QLD",6,25,0,12,31,32,10,17,14,19,12,9,4,3,4,22,29,251
"4709, QLD",4,99,26,26,19,15,32,25,30,22,28,29,34,106,134,132,361,1129
"4710, QLD",13,293,128,294,436,341,334,297,275,229,172,159,102,173,86,504,1000,4845
"4711, QLD",6,144,77,100,116,81,108,107,119,131,91,95,57,97,34,131,352,1852
"4712, QLD",0,13,3,25,10,17,14,27,21,26,17,6,5,15,4,28,61,277
"4713, QLD",8,29,33,194,60,63,63,30,25,17,11,3,10,9,6,83,324,960
"4714, QLD",15,169,85,282,383,355,188,202,169,124,57,47,45,45,23,297,454,2941
"4715, QLD",33,406,232,323,352,383,409,439,441,466,266,255,208,492,196,545,1678,7123
"4716, QLD",4,47,26,57,55,47,57,59,43,39,38,43,24,44,15,75,194,881
"4717, QLD",13,340,110,166,143,163,146,179,165,227,209,233,231,499,209,509,1207,4751
"4718, QLD",22,138,73,95,111,119,89,110,113,137,92,73,87,196,77,268,575,2379
"4719, QLD",12,59,35,46,75,80,64,64,71,57,54,35,21,36,11,101,185,1004
"4720, QLD",66,839,462,488,498,544,618,715,786,866,736,581,453,894,490,1555,3804,14396
"4721, QLD",27,263,97,170,175,165,171,193,186,214,155,134,110,247,82,435,893,3719
"4722, QLD",17,89,65,74,72,74,97,99,118,123,108,69,38,87,74,220,382,1816
"4723, QLD",17,72,42,46,70,70,73,60,66,120,69,51,43,64,37,161,363,1419
"4724, QLD",4,24,15,35,30,35,43,44,58,50,27,28,8,17,11,39,109,578
"4725, QLD",12,50,44,69,125,91,110,99,117,107,81,63,45,51,24,141,305,1534
"4726, QLD",5,21,11,36,28,26,20,26,33,19,25,8,7,8,5,29,99,406
"4727, QLD",4,13,12,14,14,14,20,20,13,28,16,4,7,9,6,21,58,265
"4728, QLD",0,11,7,13,14,19,7,14,14,12,3,4,5,0,7,16,45,204
"4730, QLD",29,127,98,158,186,221,185,240,262,245,187,133,81,102,47,312,605,3233
"4731, QLD",5,15,17,13,19,19,10,15,16,14,0,3,5,8,3,12,37,220
"4732, QLD",0,14,4,11,13,13,4,11,10,5,3,0,0,4,4,15,24,132
"4733, QLD",12,7,3,7,10,12,10,13,14,12,6,0,0,0,9,28,33,187
"4735, QLD",14,39,17,45,67,82,75,87,61,81,47,33,12,24,15,107,161,966
"4736, QLD",0,0,0,0,7,7,15,10,16,14,10,8,0,3,0,5,17,100
"4737, QLD",30,608,233,468,587,486,471,449,436,418,290,288,217,451,131,932,1648,8139
"4738, QLD",16,105,36,85,77,62,51,48,69,70,36,34,41,64,27,137,216,1180
"4739, QLD",0,25,18,20,28,38,27,12,20,15,21,18,4,8,5,26,47,333
"4740, QLD",380,5152,2572,4160,4788,4755,4786,4693,5146,5172,3649,3441,2420,3989,1944,6940,16126,80092
"4741, QLD",48,508,224,402,474,443,363,355,409,389,293,259,209,363,171,914,1266,7074
"4742, QLD",9,59,23,22,30,31,56,53,56,68,40,64,45,99,43,240,199,1138
"4743, QLD",3,43,22,12,16,17,15,13,22,37,20,22,26,89,45,81,157,621
"4744, QLD",31,578,237,238,185,213,243,284,315,374,329,324,363,915,664,937,2500,8735
"4745, QLD",21,182,68,68,72,81,98,77,102,110,116,116,114,274,138,551,791,2989
"4746, QLD",4,137,51,48,37,31,42,58,46,96,76,73,99,227,139,223,541,1934
"4750, QLD",21,379,194,240,281,300,320,293,356,348,251,271,198,330,127,358,1481,5749
"4751, QLD",22,276,153,207,225,253,269,280,270,325,223,190,115,249,112,371,947,4502
"4753, QLD",20,354,122,171,182,148,214,213,233,225,189,188,155,289,108,315,1170,4285
"4754, QLD",9,221,65,108,119,121,140,135,117,132,79,76,66,104,43,223,491,2251
"4756, QLD",8,61,13,44,67,42,35,31,31,31,20,11,16,22,14,46,117,607
"4757, QLD",3,24,8,31,35,18,24,16,19,16,11,9,7,10,0,45,72,351
"4798, QLD",5,46,27,43,56,55,32,45,22,39,21,29,16,24,7,72,143,687
"4799, QLD",13,66,31,80,101,108,85,65,40,49,23,22,25,22,6,135,208,1062
"4800, QLD",38,478,306,471,712,647,656,645,622,593,386,339,164,291,156,967,1840,9323
"4801, QLD",0,4,0,0,0,13,38,45,56,45,18,14,3,0,6,7,9,264
"4802, QLD",32,409,219,387,520,552,668,805,889,801,408,339,215,322,189,1245,1833,9832
"4803, QLD",8,10,11,7,13,10,94,233,245,230,81,42,16,24,32,671,146,1866
"4804, QLD",9,103,67,126,138,130,92,92,76,90,67,65,44,56,33,227,298,1726
"4805, QLD",52,537,293,657,917,881,789,737,800,596,334,292,202,368,154,1209,1997,10827
"4806, QLD",10,187,145,232,344,364,265,274,249,258,196,121,63,74,46,351,685,3872
"4807, QLD",37,536,349,566,893,900,915,803,829,739,501,403,226,249,139,977,1972,11034
"4808, QLD",3,60,39,59,82,95,87,85,87,92,54,39,32,29,19,57,198,1115
"4809, QLD",6,65,36,54,74,77,78,63,80,64,52,59,18,17,12,80,167,1005
"4810, QLD",91,1136,611,1125,1202,1361,1360,1322,1494,1596,1298,1170,763,1105,745,2452,3008,21840
"4811, QLD",39,721,411,660,754,711,676,790,835,987,732,593,371,492,213,1776,2389,13145
"4812, QLD",64,1002,654,1187,1393,1668,1226,1200,1309,1352,933,831,485,546,226,1351,3374,18803
"4814, QLD",150,3293,1892,2965,2818,2619,2669,2697,3137,3395,2549,1980,1243,1662,659,3453,8942,46124
"4815, QLD",83,1347,736,1332,1419,1339,1317,1357,1512,1433,967,689,383,450,136,1529,5005,21035
"4816, QLD",55,506,292,1100,843,649,555,563,573,480,299,271,164,243,112,658,1913,9270
"4817, QLD",89,1908,1131,1633,1762,1670,1771,1924,2105,2293,1715,1438,890,1039,291,1946,6811,30409
"4818, QLD",105,1610,780,1232,1336,1341,1516,1807,2062,2242,1730,1351,793,1021,296,1856,7135,28222
"4819, QLD",8,115,74,156,225,270,201,171,159,136,77,62,43,65,28,285,269,2342
"4820, QLD",85,732,358,632,862,903,682,608,578,554,378,349,203,327,127,1089,2390,10842
"4821, QLD",18,73,37,76,97,87,116,74,104,90,54,31,27,51,15,133,237,1324
"4822, QLD",12,25,17,35,55,71,66,60,64,59,38,27,14,15,8,68,147,787
"4823, QLD",12,31,14,22,43,59,43,66,85,83,53,35,32,72,39,94,142,922
"4824, QLD",15,149,46,99,102,97,94,131,153,173,137,152,132,244,88,403,551,2764
"4828, QLD",0,12,0,12,4,11,18,13,14,12,6,5,0,4,0,42,49,211
"4829, QLD",3,13,3,21,13,19,33,45,37,39,17,19,12,13,11,90,86,467
"4830, QLD",6,118,49,270,110,53,115,87,57,49,32,19,7,18,13,118,595,1713
"4849, QLD",8,60,47,111,168,163,125,113,91,69,24,30,15,27,19,158,154,1368
"4850, QLD",55,561,375,756,1089,1044,839,780,732,642,432,350,204,188,129,1032,1707,10920
"4852, QLD",16,200,97,203,305,264,294,255,284,231,134,120,56,96,49,448,642,3692
"4854, QLD",26,285,163,347,452,443,391,488,475,337,204,143,77,91,43,499,1018,5481
"4855, QLD",9,40,24,39,74,65,72,45,56,42,32,13,6,8,9,97,143,769
"4856, QLD",15,29,25,85,62,54,30,46,51,41,25,21,11,10,5,69,124,711
"4858, QLD",3,80,64,74,140,123,84,128,110,112,43,52,18,36,22,107,306,1486
"4859, QLD",0,26,17,35,40,47,40,36,40,30,20,17,7,10,3,34,71,466
"4860, QLD",61,553,337,682,1001,1109,863,897,811,646,363,280,175,210,85,1051,2169,11293
"4861, QLD",6,70,39,109,135,152,116,107,80,90,48,34,29,28,13,144,252,1454
"4865, QLD",31,458,228,416,490,521,524,542,578,573,374,324,214,218,85,640,1911,8114
"4868, QLD",91,1225,686,1134,1305,1440,1503,1574,1836,1590,966,804,510,573,210,1792,4819,22063
"4869, QLD",96,1064,560,954,1052,1044,1192,1336,1473,1390,861,642,385,396,117,1316,5137,19016
"4870, QLD",271,4059,2088,3651,4223,4742,4647,4833,5268,4860,3204,2732,1760,2337,1264,7639,13404,71005
"4871, QLD",83,483,342,1147,996,801,740,763,603,565,319,254,147,168,100,1151,2320,10977
"4872, QLD",30,190,140,255,394,349,290,269,253,212,109,84,73,74,56,464,659,3898
"4873, QLD",28,288,214,369,475,540,472,508,507,418,208,188,90,110,63,767,1211,6456
"4874, QLD",17,294,139,355,183,130,182,221,227,259,233,256,308,481,121,407,1419,5241
"4875, QLD",37,419,156,888,429,414,478,372,314,281,216,182,113,179,44,1032,2539,8099
"4876, QLD",0,221,40,258,210,142,206,185,121,86,73,54,23,32,13,121,1032,2829
"4877, QLD",15,181,99,219,281,323,390,483,581,452,187,163,92,100,97,774,694,5140
"4878, QLD",60,843,397,658,821,871,923,936,1079,1055,680,580,326,406,212,1237,2397,13483
"4879, QLD",84,1244,601,908,1075,1095,1239,1380,1523,1522,988,899,532,721,449,1398,3790,19448
"4880, QLD",58,606,452,822,1114,950,904,939,906,724,440,343,164,198,107,2186,2387,13294
"4881, QLD",31,228,153,354,422,360,315,269,241,250,181,154,78,137,46,435,854,4495
"4882, QLD",10,112,104,168,252,222,178,183,209,177,102,100,58,72,40,199,533,2716
"4883, QLD",31,363,297,536,844,813,690,637,570,475,289,240,134,162,83,706,1556,8428
"4884, QLD",14,81,60,119,174,142,163,129,133,106,88,63,44,41,28,131,364,1867
"4885, QLD",21,222,145,270,370,327,290,252,216,228,144,102,60,81,38,352,681,3806
"4886, QLD",7,37,33,76,104,77,69,40,58,42,17,13,7,22,15,72,142,844
"4887, QLD",13,128,71,158,211,209,135,154,117,86,49,35,34,23,15,242,360,2037
"4888, QLD",22,203,93,247,356,285,216,200,137,99,47,46,38,37,23,492,564,3097
"4890, QLD",7,50,19,90,99,64,71,61,67,84,51,49,36,29,20,147,324,1279
"4891, QLD",4,17,14,24,52,48,44,48,37,44,31,14,8,20,7,65,59,531
"4892, QLD",20,260,137,1208,491,305,300,182,133,147,99,85,55,58,15,548,1548,5616
"4895, QLD",23,169,110,472,401,363,285,231,226,215,127,107,55,81,22,618,944,4446
"5000, SA",128,3006,541,1007,938,833,835,711,805,866,637,571,438,697,460,1900,735,15113
"5005, SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5006, SA",38,659,345,485,348,345,375,315,413,452,337,345,285,421,558,763,480,6953
"5007, SA",35,512,198,490,545,631,470,421,494,580,396,377,251,251,99,562,781,7082
"5008, SA",56,1037,499,1267,1310,1184,783,879,907,912,578,516,308,315,93,871,2159,13680
"5009, SA",19,389,224,338,421,388,331,342,375,403,215,195,112,135,35,279,834,5025
"5010, SA",45,540,216,512,709,449,324,411,411,323,167,117,76,69,18,398,1059,5848
"5011, SA",40,809,358,708,780,926,833,801,955,932,634,523,326,346,105,631,2007,11715
"5012, SA",91,1056,502,1106,1102,842,664,800,696,595,299,247,126,99,47,668,2230,11167
"5013, SA",70,794,373,913,1009,899,631,669,798,650,338,258,137,122,34,667,1621,9980
"5014, SA",45,675,400,835,1127,1100,749,867,959,867,559,431,293,250,88,744,1776,11765
"5015, SA",19,303,199,420,457,414,379,413,460,505,314,263,158,186,56,355,795,5694
"5016, SA",49,499,313,530,615,758,577,548,689,683,469,393,302,321,137,580,1389,8847
"5017, SA",17,289,192,423,589,470,362,332,339,289,212,99,74,93,31,336,872,5024
"5018, SA",16,353,247,319,468,400,436,388,430,488,298,246,174,220,87,276,707,5571
"5019, SA",27,490,280,583,723,867,663,542,625,656,456,419,322,366,152,613,1340,9117
"5020, SA",3,181,120,172,197,247,232,208,241,214,163,152,90,155,77,178,489,3111
"5021, SA",18,328,239,368,466,484,487,422,447,411,309,239,203,258,184,277,653,5791
"5022, SA",49,927,594,842,1125,1071,970,924,1065,1124,777,730,562,915,636,956,2471,15741
"5023, SA",172,1028,594,1351,1579,1552,1144,1142,1300,1160,734,559,301,316,101,968,2577,16571
"5024, SA",44,843,537,818,1169,1102,1040,925,988,1010,723,600,426,569,313,643,2098,13847
"5025, SA",34,525,323,585,762,637,605,525,606,615,426,332,214,310,91,349,1320,8254
"5031, SA",48,802,368,709,870,802,681,613,711,730,482,433,295,381,136,560,1309,9929
"5032, SA",63,928,490,778,962,1057,856,862,994,956,606,569,347,464,223,594,1956,12711
"5033, SA",41,636,268,572,731,717,603,591,682,613,414,304,159,199,56,616,1174,8373
"5034, SA",40,692,408,521,517,550,596,558,635,686,558,509,378,678,505,607,1609,10047
"5035, SA",26,409,216,353,416,452,418,431,404,495,348,257,181,283,110,373,936,6102
"5037, SA",51,875,385,672,841,854,754,758,787,770,515,434,265,359,115,741,1614,10791
"5038, SA",64,1158,529,991,1185,1177,1128,1148,1210,1318,801,602,408,434,113,745,2257,15263
"5039, SA",32,592,317,581,710,745,603,567,601,625,417,359,266,318,92,478,1534,8852
"5040, SA",13,262,132,171,222,202,164,138,154,150,104,94,86,100,56,104,363,2505
"5041, SA",32,859,531,778,736,887,846,772,888,929,650,674,486,795,392,633,2501,13393
"5042, SA",53,1000,427,936,916,894,920,716,687,743,451,363,222,255,84,549,1616,10836
"5043, SA",70,1341,728,1382,1755,1905,1402,1330,1329,1342,799,650,348,443,142,1201,2607,18783
"5044, SA",40,600,473,543,628,810,773,610,790,806,560,580,418,557,349,699,1646,10878
"5045, SA",51,863,457,808,901,1123,1081,1007,1158,1245,880,835,547,847,589,1235,1975,15591
"5046, SA",28,612,337,644,706,862,689,663,713,660,434,349,249,304,84,525,1233,9087
"5047, SA",35,534,312,634,718,650,597,611,615,597,358,330,181,200,71,509,1323,8262
"5048, SA",39,726,534,894,1022,1139,1075,917,968,1012,724,627,457,610,354,960,2152,14224
"5049, SA",21,556,352,587,614,620,640,652,737,828,538,483,353,447,256,465,1622,9763
"5050, SA",18,409,256,344,396,386,388,357,365,423,280,248,219,260,117,280,867,5602
"5051, SA",32,916,586,708,765,769,867,872,878,1058,774,790,585,822,360,505,2803,14074
"5052, SA",20,410,282,339,344,408,383,379,398,417,378,382,282,373,225,263,1074,6370
"5061, SA",27,715,384,484,492,486,495,503,536,586,477,503,391,664,899,490,1568,9691
"5062, SA",53,1095,693,714,692,894,858,808,882,973,737,743,575,1029,900,682,2610,14917
"5063, SA",57,886,444,568,665,895,690,654,768,826,671,656,451,787,595,730,1972,12306
"5064, SA",22,903,406,495,501,583,562,532,556,591,473,477,340,590,732,495,1585,9854
"5065, SA",47,906,431,454,502,577,567,521,578,651,488,511,376,586,674,538,1788,10200
"5066, SA",44,1042,490,543,499,518,577,545,694,722,565,618,463,836,914,469,2185,11720
"5067, SA",37,835,311,523,581,597,572,505,654,761,578,499,405,647,587,726,1321,10142
"5068, SA",54,1030,547,697,749,836,720,692,751,831,602,544,401,643,674,583,1825,12187
"5069, SA",26,584,299,443,517,541,501,391,505,526,425,409,295,537,559,405,1316,8293
"5070, SA",42,1099,524,885,1280,1278,940,881,968,1004,692,580,423,548,308,760,2055,14272
"5072, SA",45,1163,486,748,823,952,752,738,762,878,638,595,465,590,385,567,2066,12662
"5073, SA",64,1345,616,936,1243,1181,992,926,1038,1093,714,636,411,608,233,679,2532,15237
"5074, SA",72,1016,484,877,1279,1107,905,864,954,924,535,425,280,304,116,684,2124,12940
"5075, SA",38,739,411,748,841,872,771,717,860,796,469,396,278,316,98,555,1726,10630
"5076, SA",31,661,422,593,636,640,612,643,655,717,502,449,346,387,135,262,1489,9176
"5081, SA",37,716,340,487,533,564,456,515,526,600,468,463,355,611,644,548,1406,9274
"5082, SA",72,1014,538,892,894,1025,911,872,1000,1091,754,759,538,793,443,818,2505,14930
"5083, SA",29,492,257,430,485,514,492,495,593,585,395,362,277,338,124,325,1308,7491
"5084, SA",67,901,407,1064,889,930,660,649,667,486,295,208,126,105,49,762,1799,10058
"5085, SA",91,1593,633,1206,1382,1413,1146,1215,1409,1375,910,775,532,489,190,1899,3721,19972
"5086, SA",59,1271,581,1138,1385,1272,996,1034,1174,1187,761,625,385,420,142,833,2888,16146
"5087, SA",45,943,360,812,928,834,830,745,833,825,560,467,287,295,102,665,1865,11377
"5088, SA",12,200,121,231,316,303,252,240,275,260,128,88,66,38,9,179,568,3294
"5089, SA",20,455,288,388,424,414,401,403,481,564,356,310,248,323,112,224,1179,6584
"5090, SA",11,449,292,478,1011,757,617,547,584,596,351,242,167,147,38,486,1118,7887
"5091, SA",18,478,307,394,501,550,552,520,608,593,403,362,243,249,82,378,1269,7506
"5092, SA",53,1277,710,1125,1354,1359,1281,1292,1414,1444,870,655,348,425,85,790,3088,17569
"5093, SA",50,637,341,698,851,767,675,623,691,697,388,286,157,149,25,425,1564,9010
"5094, SA",6,80,35,92,90,80,80,67,65,53,23,16,8,8,3,53,142,899
"5095, SA",120,1833,721,1273,1314,1225,1260,1386,1532,1569,970,920,543,676,244,1041,3894,20524
"5096, SA",45,888,539,1018,1114,978,987,947,1068,1013,564,430,220,280,73,666,2559,13387
"5097, SA",36,828,519,765,1204,1104,949,871,1154,1106,798,577,323,341,96,588,2298,13561
"5098, SA",50,872,448,891,1251,1125,895,875,908,833,481,357,234,201,43,626,2223,12318
"5106, SA",0,36,50,10,15,17,6,3,4,3,0,0,0,0,0,52,0,199
"5107, SA",101,1455,659,1392,1581,1331,1191,1200,1371,1130,613,336,196,154,50,820,3517,17095
"5108, SA",194,2941,1561,3701,3739,3275,2726,3013,3231,2587,1254,737,399,317,113,2377,8443,40610
"5109, SA",88,1328,790,1582,2002,1777,1431,1500,1755,1534,797,609,345,312,88,1083,3848,20856
"5110, SA",34,663,319,695,732,567,557,643,715,620,342,192,111,94,25,614,2038,8958
"5111, SA",0,0,4,4,0,0,0,17,71,75,45,14,3,6,0,34,0,276
"5112, SA",78,1117,761,1939,2061,2045,1316,1220,1227,1031,494,316,185,172,83,1596,3781,19422
"5113, SA",76,1035,583,2058,2070,2012,1382,1260,1105,719,298,133,73,51,64,1689,4285,18888
"5114, SA",142,2294,1149,2252,2475,2154,2232,2389,2699,2486,1412,938,567,533,168,1802,8267,33958
"5115, SA",47,564,287,750,655,580,699,802,870,773,419,273,138,94,30,563,2845,10392
"5116, SA",42,563,334,638,842,736,701,643,639,690,419,281,201,200,51,554,1908,9454
"5117, SA",17,198,125,141,170,150,188,185,205,252,165,108,92,101,18,130,702,2924
"5118, SA",61,1082,772,1124,1547,1450,1286,1170,1335,1347,861,710,498,592,179,1104,3304,18411
"5120, SA",14,152,57,125,180,161,111,136,145,141,68,48,35,36,22,146,413,1978
"5121, SA",18,120,45,122,173,174,140,129,126,124,64,46,19,27,4,79,267,1674
"5125, SA",55,1273,814,1047,1273,1158,1166,1182,1457,1559,1020,873,654,908,284,814,3693,19222
"5126, SA",19,425,248,402,505,454,503,515,565,634,414,335,236,227,51,264,1384,7179
"5127, SA",13,493,353,447,598,553,490,519,620,662,480,373,248,299,69,256,1286,7759
"5131, SA",4,45,48,53,66,73,65,68,65,77,51,43,31,39,16,72,152,984
"5132, SA",0,39,19,18,32,20,28,26,28,34,22,23,8,18,18,18,86,428
"5133, SA",0,23,17,23,32,20,21,40,26,21,13,19,22,22,16,25,67,389
"5134, SA",0,32,21,31,25,27,24,31,18,27,23,12,14,23,18,30,82,432
"5136, SA",0,38,22,32,41,32,30,34,27,35,19,20,16,26,12,34,110,532
"5137, SA",5,32,37,32,30,29,29,37,42,42,30,26,10,32,23,35,99,576
"5138, SA",0,7,17,20,18,18,18,22,17,24,10,14,20,17,3,9,54,289
"5139, SA",0,14,8,9,13,10,10,14,18,13,10,14,8,13,4,18,46,232
"5140, SA",0,29,25,14,13,10,15,24,27,36,28,33,28,26,16,14,90,419
"5141, SA",8,40,26,43,50,35,46,34,44,50,36,26,29,44,17,35,133,680
"5142, SA",0,28,19,38,38,52,33,44,35,48,28,18,17,30,24,24,110,573
"5144, SA",0,36,13,21,29,23,25,25,41,24,24,17,20,17,29,22,48,417
"5150, SA",0,3,0,4,7,3,4,5,0,3,0,0,0,0,3,9,8,56
"5151, SA",0,24,18,20,17,9,20,18,25,34,20,18,14,27,18,19,71,364
"5152, SA",18,425,249,246,278,305,390,318,333,357,309,324,293,404,372,262,1248,6132
"5153, SA",13,445,291,341,413,367,394,357,393,506,340,296,208,293,241,370,1157,6424
"5154, SA",13,227,162,172,146,160,181,144,184,229,180,176,131,215,191,162,684,3355
"5155, SA",7,245,138,172,201,211,191,239,275,306,230,201,149,215,85,148,807,3824
"5156, SA",4,74,47,48,49,52,47,45,59,63,59,63,38,65,22,30,182,952
"5157, SA",8,188,111,169,186,169,196,214,199,247,148,133,91,114,90,179,482,2913
"5158, SA",67,1665,1043,1333,1486,1572,1653,1668,1970,2240,1474,1217,719,842,211,861,4712,24738
"5159, SA",129,2293,1420,1949,2212,2218,2179,2161,2679,2762,1802,1524,983,1208,399,1184,5832,32934
"5160, SA",0,0,0,5,8,3,0,0,0,0,0,3,0,0,0,0,4,24
"5161, SA",26,614,381,688,882,851,848,782,867,834,528,330,166,141,36,393,1780,10152
"5162, SA",89,2097,1203,2336,3206,2903,2633,2565,2863,2577,1476,1018,554,515,122,1906,6224,34292
"5163, SA",43,789,521,1225,1453,1282,1151,1042,1032,966,502,310,178,176,64,801,2580,14120
"5164, SA",17,297,166,483,655,643,385,333,325,244,105,69,27,32,26,506,974,5288
"5165, SA",26,283,143,389,478,525,471,384,373,329,168,125,80,70,38,577,921,5383
"5166, SA",7,93,49,141,228,199,161,147,162,124,62,39,16,14,10,130,302,1879
"5167, SA",28,337,193,385,490,460,406,376,401,419,273,205,131,138,34,464,955,5705
"5168, SA",28,301,198,411,517,473,382,380,441,389,211,143,94,93,24,333,1075,5499
"5169, SA",67,943,649,1018,1401,1259,1227,1111,1345,1328,779,546,353,339,101,936,3686,17086
"5170, SA",3,69,37,87,78,108,84,93,90,94,54,34,18,31,7,71,189,1151
"5171, SA",15,337,258,391,447,460,423,383,393,450,291,244,154,191,89,395,1004,5919
"5172, SA",16,242,151,216,275,270,282,272,299,266,211,160,118,139,70,238,712,3932
"5173, SA",44,653,440,854,1013,987,880,918,875,855,453,363,215,202,100,975,2941,12769
"5174, SA",11,176,99,222,250,231,217,211,204,206,115,94,42,58,13,205,565,2917
"5201, SA",11,122,69,112,106,137,133,143,134,155,102,74,51,90,27,139,354,1942
"5202, SA",7,54,30,61,55,70,63,68,64,64,40,35,14,25,6,57,169,873
